t_us,x,y,z,qw,qx,qy,qz
1532402938104844,399.679264,1117.554871,0.000000,0.879506,-0.023074,0.012893,-0.475153
1532402938112460,399.698243,1117.525972,0.000000,0.879925,-0.023045,0.012961,-0.474376
1532402938116855,399.709176,1117.509295,0.000000,0.880166,-0.023028,0.013001,-0.473928
1532402938120339,399.717822,1117.496065,0.000000,0.880357,-0.023015,0.013032,-0.473573
1532402938127893,399.736495,1117.467528,0.000000,0.880771,-0.022982,0.013103,-0.472803
1532402938147423,399.784223,1117.394909,0.000000,0.881830,-0.022844,0.013308,-0.470827
1532402938148131,399.785911,1117.392198,0.000000,0.881877,-0.022839,0.013315,-0.470738
1532402938154844,399.802316,1117.367491,0.000000,0.882205,-0.022778,0.013388,-0.470123
1532402938156237,399.805712,1117.362344,0.000000,0.882276,-0.022765,0.013404,-0.469991
1532402938160126,399.815191,1117.347974,0.000000,0.882472,-0.022729,0.013446,-0.469622
1532402938162460,399.820879,1117.339350,0.000000,0.882590,-0.022708,0.013471,-0.469401
1532402938170339,399.840197,1117.310335,0.000000,0.882994,-0.022637,0.013558,-0.468643
1532402938173992,399.849174,1117.296905,0.000000,0.883182,-0.022601,0.013599,-0.468288
1532402938177893,399.858748,1117.282557,0.000000,0.883383,-0.022564,0.013643,-0.467909
1532402938187525,399.882424,1117.247219,0.000000,0.883884,-0.022477,0.013743,-0.466963
1532402938191859,399.893151,1117.231426,0.000000,0.884115,-0.022443,0.013784,-0.466526
1532402938197423,399.906919,1117.211151,0.000000,0.884412,-0.022404,0.013834,-0.465964
1532402938197897,399.907658,1117.208894,0.000000,0.884411,-0.022400,0.013840,-0.465966
1532402938207444,399.931718,1117.174662,0.000000,0.884942,-0.022338,0.013924,-0.464957
1532402938231247,399.990423,1117.089355,0.000000,0.886150,-0.022206,0.014127,-0.462651
1532402938232270,399.992916,1117.085792,0.000000,0.886201,-0.022202,0.014135,-0.462553
1532402938248202,400.031688,1117.030296,0.000000,0.886999,-0.022155,0.014224,-0.461020
1532402938249224,400.034198,1117.026813,0.000000,0.887040,-0.022153,0.014229,-0.460942
1532402938254844,400.047892,1117.007336,0.000000,0.887307,-0.022144,0.014231,-0.460428
1532402938261924,400.065138,1116.982796,0.000000,0.887642,-0.022136,0.014228,-0.459781
1532402938262460,400.066443,1116.980938,0.000000,0.887668,-0.022136,0.014228,-0.459732
1532402938285323,400.122576,1116.901806,0.000000,0.888764,-0.022143,0.014117,-0.457613
1532402938287525,400.128016,1116.894211,0.000000,0.888870,-0.022145,0.014102,-0.457407
1532402938297423,400.152500,1116.860099,0.000000,0.889348,-0.022165,0.014006,-0.456478
1532402938297964,400.153580,1116.858028,0.000000,0.889368,-0.022151,0.014032,-0.456439
1532402938301314,400.162123,1116.846689,0.000000,0.889536,-0.022174,0.013966,-0.456113
1532402938307592,400.177910,1116.824855,0.000000,0.889814,-0.022185,0.013903,-0.455571
1532402938325381,400.223823,1116.761906,0.000000,0.890475,-0.022215,0.013726,-0.454283
1532402938336881,400.254006,1116.720835,0.000000,0.891255,-0.022245,0.013553,-0.452754
1532402938347751,400.282193,1116.681913,0.000000,0.891991,-0.022263,0.013370,-0.451307
1532402938354844,400.300772,1116.656811,0.000000,0.892302,-0.022257,0.013242,-0.450696
1532402938356625,400.305420,1116.650488,0.000000,0.892390,-0.022256,0.013208,-0.450522
1532402938362460,400.320650,1116.629774,0.000000,0.892679,-0.022251,0.013091,-0.449953
1532402938370339,400.341332,1116.601880,0.000000,0.893077,-0.022244,0.012926,-0.449168
1532402938376326,400.357088,1116.580713,0.000000,0.893382,-0.022234,0.012798,-0.448565
1532402938377893,400.361209,1116.575172,0.000000,0.893462,-0.022232,0.012764,-0.448407
1532402938384213,400.377819,1116.552815,0.000000,0.893784,-0.022220,0.012628,-0.447770
1532402938387525,400.386281,1116.541365,0.000000,0.893945,-0.022213,0.012556,-0.447450
1532402938394051,400.402877,1116.518888,0.000000,0.894261,-0.022193,0.012407,-0.446824
1532402938397423,400.411452,1116.507273,0.000000,0.894423,-0.022181,0.012329,-0.446501
1532402938398050,400.414118,1116.503833,0.000000,0.894487,-0.022192,0.012327,-0.446374
1532402938404844,400.430324,1116.481713,0.000000,0.894782,-0.022151,0.012159,-0.445789
1532402938411921,400.448423,1116.457425,0.000000,0.895121,-0.022119,0.011997,-0.445112
1532402938412460,400.449801,1116.455575,0.000000,0.895147,-0.022117,0.011985,-0.445061
1532402938420339,400.469937,1116.428526,0.000000,0.895524,-0.022081,0.011805,-0.444307
1532402938427403,400.487956,1116.404432,0.000000,0.895865,-0.022046,0.011650,-0.443626
1532402938427893,400.489204,1116.402780,0.000000,0.895889,-0.022044,0.011639,-0.443578
1532402938437525,400.513708,1116.370295,0.000000,0.896357,-0.022018,0.011435,-0.442637
1532402938446618,400.536838,1116.339651,0.000000,0.896797,-0.022002,0.011250,-0.441752
1532402938447438,400.538930,1116.336897,0.000000,0.896835,-0.022001,0.011233,-0.441674
1532402938447831,400.539905,1116.335539,0.000000,0.896857,-0.022001,0.011225,-0.441630
1532402938462703,400.577856,1116.285617,0.000000,0.897553,-0.022028,0.010976,-0.440219
1532402938469084,400.594231,1116.264216,0.000000,0.897856,-0.022049,0.010877,-0.439603
1532402938481991,400.627424,1116.220946,0.000000,0.898471,-0.022106,0.010735,-0.438346
1532402938497587,400.667450,1116.168616,0.000000,0.899215,-0.022008,0.010933,-0.436816
1532402938497621,400.668590,1116.168341,0.000000,0.899251,-0.022134,0.010731,-0.436740
1532402938504844,400.687720,1116.144015,0.000000,0.899615,-0.022180,0.010695,-0.435990
1532402938512460,400.708010,1116.118477,0.000000,0.899989,-0.022216,0.010693,-0.435214
1532402938520339,400.728966,1116.092043,0.000000,0.900375,-0.022255,0.010692,-0.434413
1532402938520413,400.729163,1116.091795,0.000000,0.900379,-0.022255,0.010692,-0.434406
1532402938527893,400.748940,1116.066924,0.000000,0.900747,-0.022227,0.010829,-0.433640
1532402938537525,400.773989,1116.035816,0.000000,0.901220,-0.022318,0.010751,-0.432654
1532402938547442,400.799646,1116.003759,0.000000,0.901697,-0.022407,0.010698,-0.431655
1532402938547924,400.800824,1116.002176,0.000000,0.901729,-0.022412,0.010696,-0.431588
1532402938557279,400.825208,1115.972007,0.000000,0.902146,-0.022425,0.010822,-0.430712
1532402938568346,400.854051,1115.936300,0.000000,0.902651,-0.022502,0.010825,-0.429648
1532402938591509,400.915196,1115.861256,0.000000,0.903715,-0.022669,0.010812,-0.427398
1532402938597683,400.930998,1115.841705,0.000000,0.903999,-0.022712,0.010801,-0.426795
1532402938604844,400.951018,1115.817460,0.000000,0.904322,-0.022758,0.010828,-0.426105
1532402938612460,400.971593,1115.792516,0.000000,0.904665,-0.022809,0.010833,-0.425375
1532402938613249,400.973725,1115.789932,0.000000,0.904701,-0.022814,0.010833,-0.425299
1532402938614117,400.976069,1115.787089,0.000000,0.904740,-0.022820,0.010834,-0.425216
1532402938620339,400.992877,1115.766710,0.000000,0.905019,-0.022861,0.010838,-0.424618
1532402938627003,401.010833,1115.744917,0.000000,0.905317,-0.022893,0.010841,-0.423981
1532402938627893,401.013211,1115.742022,0.000000,0.905356,-0.022896,0.010842,-0.423896
1532402938637551,401.039007,1115.710604,0.000000,0.905782,-0.022949,0.010862,-0.422982
1532402938642486,401.052174,1115.694549,0.000000,0.905999,-0.022990,0.010879,-0.422514
1532402938647423,401.065366,1115.678518,0.000000,0.906212,-0.023034,0.010898,-0.422055
1532402938647444,401.065393,1115.678419,0.000000,0.906218,-0.023010,0.010885,-0.422045
1532402938654844,401.085231,1115.654463,0.000000,0.906525,-0.023123,0.010925,-0.421377
1532402938662460,401.105619,1115.629777,0.000000,0.906845,-0.023226,0.010956,-0.420681
1532402938666440,401.116426,1115.616769,0.000000,0.907011,-0.023284,0.010974,-0.420319
1532402938687853,401.176221,1115.545575,0.000000,0.907893,-0.023625,0.011094,-0.418388
1532402938688316,401.177522,1115.544040,0.000000,0.907913,-0.023632,0.011096,-0.418346
1532402938689134,401.179820,1115.541328,0.000000,0.907947,-0.023646,0.011100,-0.418271
1532402938697423,401.203111,1115.513851,0.000000,0.908289,-0.023793,0.011126,-0.417517
1532402938697762,401.203761,1115.512555,0.000000,0.908299,-0.023781,0.011146,-0.417496
1532402938702037,401.216077,1115.498557,0.000000,0.908480,-0.023873,0.011138,-0.417097
1532402938717760,401.260533,1115.446649,0.000000,0.908945,-0.024114,0.011175,-0.416067
1532402938736577,401.312520,1115.386283,0.000000,0.909759,-0.024410,0.011202,-0.414267
1532402938747528,401.342288,1115.351852,0.000000,0.910373,-0.024586,0.011209,-0.412906
1532402938754844,401.362226,1115.329082,0.000000,0.910616,-0.024686,0.011209,-0.412362
1532402938762460,401.382936,1115.305310,0.000000,0.910908,-0.024788,0.011200,-0.411712
1532402938763286,401.385181,1115.302731,0.000000,0.910940,-0.024799,0.011198,-0.411641
1532402938764153,401.387537,1115.300023,0.000000,0.910973,-0.024811,0.011197,-0.411567
1532402938770341,401.405087,1115.280048,0.000000,0.911234,-0.024879,0.011212,-0.410984
1532402938777016,401.424152,1115.258368,0.000000,0.911522,-0.024908,0.011316,-0.410341
1532402938777893,401.426656,1115.255519,0.000000,0.911559,-0.024911,0.011329,-0.410257
1532402938787525,401.454201,1115.224242,0.000000,0.911975,-0.024999,0.011351,-0.409327
1532402938788376,401.456650,1115.221484,0.000000,0.912012,-0.025008,0.011348,-0.409243
1532402938797286,401.481973,1115.192487,0.000000,0.912389,-0.025107,0.011316,-0.408398
1532402938797423,401.482686,1115.192168,0.000000,0.912408,-0.025107,0.011314,-0.408354
1532402938810843,401.521362,1115.148794,0.000000,0.912992,-0.025263,0.011264,-0.407039
1532402938834190,401.587700,1115.074959,0.000000,0.913987,-0.025423,0.011382,-0.404786
1532402938838303,401.599120,1115.062308,0.000000,0.914158,-0.025470,0.011362,-0.404397
1532402938847044,401.623365,1115.035451,0.000000,0.914519,-0.025565,0.011300,-0.403575
1532402938847623,401.624964,1115.033638,0.000000,0.914546,-0.025577,0.011315,-0.403514
1532402938854844,401.644993,1115.011622,0.000000,0.914830,-0.025640,0.011244,-0.402867
1532402938862460,401.666096,1114.988344,0.000000,0.915134,-0.025672,0.011266,-0.402173
1532402938862594,401.666467,1114.987935,0.000000,0.915140,-0.025671,0.011267,-0.402161
1532402938870344,401.687566,1114.965083,0.000000,0.915456,-0.025671,0.011338,-0.401439
1532402938877893,401.707969,1114.943128,0.000000,0.915765,-0.025710,0.011266,-0.400733
1532402938881173,401.716829,1114.933585,0.000000,0.915899,-0.025722,0.011246,-0.400427
1532402938888443,401.736468,1114.912541,0.000000,0.916199,-0.025670,0.011367,-0.399740
1532402938897377,401.760557,1114.886416,0.000000,0.916565,-0.025605,0.011516,-0.398900
1532402938897423,401.760737,1114.886710,0.000000,0.916567,-0.025701,0.011275,-0.398895
1532402938904844,401.780794,1114.865365,0.000000,0.916871,-0.025732,0.011192,-0.398197
1532402938909210,401.792684,1114.852804,0.000000,0.917047,-0.025751,0.011143,-0.397792
1532402938912460,401.801536,1114.843451,0.000000,0.917177,-0.025765,0.011107,-0.397491
1532402938913335,401.803919,1114.840933,0.000000,0.917212,-0.025769,0.011097,-0.397410
1532402938920339,401.822990,1114.820773,0.000000,0.917493,-0.025799,0.011018,-0.396760
1532402938922087,401.827748,1114.815740,0.000000,0.917563,-0.025807,0.010999,-0.396598
1532402938927893,401.843579,1114.798907,0.000000,0.917797,-0.025730,0.011142,-0.396058
1532402938937525,401.869895,1114.770699,0.000000,0.918176,-0.025769,0.011012,-0.395181
1532402938947423,401.896929,1114.741731,0.000000,0.918562,-0.025741,0.011046,-0.394283
1532402938947701,401.897665,1114.740900,0.000000,0.918577,-0.025740,0.011048,-0.394249
1532402938956001,401.920409,1114.716677,0.000000,0.918883,-0.025773,0.010945,-0.393535
1532402938983947,401.997485,1114.634986,0.000000,0.919935,-0.025782,0.010910,-0.391069
1532402938992094,402.019901,1114.611512,0.000000,0.920239,-0.025793,0.010830,-0.390357
1532402938993355,402.023367,1114.607890,0.000000,0.920286,-0.025787,0.010828,-0.390246
1532402938997493,402.034943,1114.595356,0.000000,0.920443,-0.025855,0.010690,-0.389874
1532402939004844,402.054933,1114.574885,0.000000,0.920713,-0.025751,0.010791,-0.389241
1532402939008963,402.066360,1114.563048,0.000000,0.920865,-0.025746,0.010761,-0.388881
1532402939012460,402.076058,1114.552997,0.000000,0.920995,-0.025742,0.010737,-0.388575
1532402939020339,402.097898,1114.530343,0.000000,0.921286,-0.025732,0.010680,-0.387885
1532402939030859,402.127897,1114.499385,0.000000,0.921687,-0.025644,0.010749,-0.386937
1532402939047276,402.175835,1114.450090,0.000000,0.922323,-0.025501,0.010843,-0.385426
1532402939047423,402.176285,1114.449685,0.000000,0.922323,-0.025560,0.010684,-0.385427
1532402939054226,402.196184,1114.429348,0.000000,0.922575,-0.025506,0.010716,-0.384825
1532402939067628,402.235626,1114.389085,0.000000,0.923068,-0.025458,0.010694,-0.383645
1532402939068410,402.237997,1114.386676,0.000000,0.923096,-0.025457,0.010689,-0.383577
1532402939083113,402.282555,1114.341374,0.000000,0.923625,-0.025464,0.010644,-0.382302
1532402939097572,402.322997,1114.299804,0.000000,0.924164,-0.025478,0.010613,-0.380997
1532402939100790,402.336087,1114.286880,0.000000,0.924260,-0.025468,0.010649,-0.380765
1532402939104844,402.348358,1114.274378,0.000000,0.924405,-0.025471,0.010655,-0.380413
1532402939112460,402.371608,1114.251126,0.000000,0.924675,-0.025477,0.010666,-0.379755
1532402939120339,402.395548,1114.227016,0.000000,0.924954,-0.025484,0.010678,-0.379074
1532402939127893,402.418072,1114.204552,0.000000,0.925226,-0.025478,0.010689,-0.378409
1532402939129294,402.422156,1114.200561,0.000000,0.925278,-0.025476,0.010693,-0.378283
1532402939137525,402.446063,1114.177092,0.000000,0.925581,-0.025483,0.010735,-0.377539
1532402939142149,402.459428,1114.163894,0.000000,0.925751,-0.025491,0.010769,-0.377120
1532402939143398,402.463030,1114.160327,0.000000,0.925797,-0.025493,0.010779,-0.377007
1532402939147334,402.474359,1114.149081,0.000000,0.925941,-0.025500,0.010811,-0.376651
1532402939147423,402.474646,1114.148879,0.000000,0.925937,-0.025500,0.010812,-0.376661
1532402939153543,402.492329,1114.131521,0.000000,0.926143,-0.025510,0.010872,-0.376152
1532402939154844,402.496087,1114.127831,0.000000,0.926187,-0.025512,0.010885,-0.376044
1532402939162460,402.518089,1114.106228,0.000000,0.926442,-0.025537,0.010965,-0.375410
1532402939170339,402.540782,1114.084101,0.000000,0.926706,-0.025576,0.011051,-0.374753
1532402939176426,402.558263,1114.067094,0.000000,0.926910,-0.025603,0.011116,-0.374245
1532402939177893,402.562472,1114.062993,0.000000,0.926959,-0.025609,0.011131,-0.374123
1532402939187525,402.590131,1114.036102,0.000000,0.927283,-0.025646,0.011228,-0.373313
1532402939197088,402.617422,1114.009261,0.000000,0.927600,-0.025680,0.011324,-0.372520
1532402939197423,402.618666,1114.008586,0.000000,0.927621,-0.025675,0.011319,-0.372467
1532402939199313,402.624114,1114.003333,0.000000,0.927686,-0.025680,0.011336,-0.372305
1532402939212189,402.661254,1113.967677,0.000000,0.928120,-0.025722,0.011449,-0.371215
1532402939218648,402.679868,1113.949839,0.000000,0.928335,-0.025743,0.011505,-0.370673
1532402939223548,402.693973,1113.936297,0.000000,0.928499,-0.025758,0.011546,-0.370261
1532402939246493,402.765329,1113.867834,0.000000,0.929328,-0.025824,0.011666,-0.368167
1532402939247401,402.768156,1113.865079,0.000000,0.929363,-0.025832,0.011700,-0.368076
1532402939254844,402.791354,1113.842975,0.000000,0.929617,-0.025858,0.011685,-0.367434
1532402939262460,402.815090,1113.820306,0.000000,0.929879,-0.025900,0.011699,-0.366765
1532402939270339,402.839656,1113.796986,0.000000,0.930151,-0.025953,0.011708,-0.366072
1532402939274079,402.851319,1113.785945,0.000000,0.930280,-0.025979,0.011705,-0.365743
1532402939277893,402.863214,1113.774685,0.000000,0.930411,-0.026006,0.011702,-0.365408
1532402939287211,402.892025,1113.747501,0.000000,0.930728,-0.026080,0.011705,-0.364592
1532402939287525,402.892975,1113.746612,0.000000,0.930739,-0.026082,0.011706,-0.364565
1532402939293452,402.910902,1113.729842,0.000000,0.930937,-0.026135,0.011697,-0.364056
1532402939297168,402.923328,1113.717785,0.000000,0.931071,-0.026159,0.011710,-0.363710
1532402939297423,402.922914,1113.718606,0.000000,0.931069,-0.026171,0.011689,-0.363714
1532402939298103,402.924971,1113.716682,0.000000,0.931092,-0.026178,0.011688,-0.363656
1532402939321534,402.995981,1113.650836,0.000000,0.931855,-0.026365,0.011645,-0.361683
1532402939347497,403.074719,1113.578068,0.000000,0.932690,-0.026547,0.011548,-0.359516
1532402939350047,403.082458,1113.571053,0.000000,0.932762,-0.026562,0.011512,-0.359330
1532402939354844,403.097008,1113.557732,0.000000,0.932905,-0.026602,0.011471,-0.358955
1532402939357219,403.104211,1113.551137,0.000000,0.932976,-0.026622,0.011451,-0.358769
1532402939362460,403.120103,1113.536579,0.000000,0.933133,-0.026666,0.011406,-0.358359
1532402939368564,403.138558,1113.519689,0.000000,0.933319,-0.026718,0.011353,-0.357873
1532402939370339,403.143913,1113.514791,0.000000,0.933374,-0.026738,0.011340,-0.357729
1532402939372729,403.151121,1113.508195,0.000000,0.933447,-0.026765,0.011323,-0.357536
1532402939377893,403.166691,1113.493940,0.000000,0.933605,-0.026824,0.011285,-0.357119
1532402939387525,403.195727,1113.467383,0.000000,0.933901,-0.026923,0.011221,-0.356340
1532402939391349,403.207271,1113.456893,0.000000,0.934018,-0.026956,0.011195,-0.356031
1532402939397261,403.225019,1113.440432,0.000000,0.934199,-0.027020,0.011157,-0.355554
1532402939397423,403.225608,1113.440230,0.000000,0.934205,-0.027005,0.011154,-0.355539
1532402939404844,403.248010,1113.419872,0.000000,0.934432,-0.027065,0.011102,-0.354937
1532402939412460,403.271026,1113.399112,0.000000,0.934662,-0.027125,0.011048,-0.354328
1532402939419616,403.292634,1113.379603,0.000000,0.934878,-0.027182,0.010997,-0.353757
1532402939420339,403.294816,1113.377632,0.000000,0.934900,-0.027187,0.010992,-0.353699
1532402939427893,403.317469,1113.357257,0.000000,0.935134,-0.027224,0.010933,-0.353078
1532402939432226,403.330305,1113.345821,0.000000,0.935276,-0.027236,0.010902,-0.352702
1532402939437525,403.345991,1113.331835,0.000000,0.935449,-0.027252,0.010866,-0.352243
1532402939443491,403.363633,1113.316089,0.000000,0.935644,-0.027249,0.010831,-0.351725
1532402939443735,403.364355,1113.315445,0.000000,0.935652,-0.027249,0.010829,-0.351704
1532402939447423,403.375252,1113.305743,0.000000,0.935770,-0.027245,0.010808,-0.351390
1532402939447576,403.375703,1113.305307,0.000000,0.935778,-0.027245,0.010807,-0.351371
1532402939466182,403.430703,1113.256554,0.000000,0.936363,-0.027154,0.010715,-0.349817
1532402939493896,403.513138,1113.184376,0.000000,0.937228,-0.026982,0.010649,-0.347508
1532402939497356,403.523324,1113.175124,0.000000,0.937330,-0.026956,0.010631,-0.347235
1532402939502330,403.538250,1113.162523,0.000000,0.937493,-0.026936,0.010646,-0.346796
1532402939504844,403.545738,1113.156012,0.000000,0.937572,-0.026925,0.010646,-0.346584
1532402939512460,403.568469,1113.136384,0.000000,0.937809,-0.026893,0.010646,-0.345944
1532402939518293,403.585873,1113.121346,0.000000,0.937991,-0.026868,0.010645,-0.345454
1532402939518549,403.586636,1113.120686,0.000000,0.937999,-0.026867,0.010645,-0.345432
1532402939520339,403.591976,1113.116071,0.000000,0.938054,-0.026859,0.010645,-0.345282
1532402939537525,403.642249,1113.072520,0.000000,0.938578,-0.026767,0.010677,-0.343861
1532402939541380,403.653438,1113.062816,0.000000,0.938695,-0.026749,0.010696,-0.343544
1532402939547423,403.670976,1113.047638,0.000000,0.938874,-0.026721,0.010729,-0.343053
1532402939547677,403.671708,1113.046966,0.000000,0.938884,-0.026720,0.010730,-0.343026
1532402939569442,403.734960,1112.992521,0.000000,0.939511,-0.026612,0.010866,-0.341309
1532402939577277,403.757809,1112.972950,0.000000,0.939730,-0.026585,0.010918,-0.340709
1532402939588687,403.791084,1112.944495,0.000000,0.940046,-0.026540,0.010996,-0.339835
1532402939593552,403.805301,1112.932416,0.000000,0.940181,-0.026527,0.011023,-0.339462
1532402939597444,403.816494,1112.922494,0.000000,0.940289,-0.026517,0.011044,-0.339163
1532402939604844,403.838299,1112.904385,0.000000,0.940493,-0.026498,0.011097,-0.338597
1532402939611079,403.856545,1112.889017,0.000000,0.940658,-0.026482,0.011144,-0.338136
1532402939612460,403.860581,1112.885611,0.000000,0.940695,-0.026478,0.011154,-0.338035
1532402939620339,403.883565,1112.866160,0.000000,0.940903,-0.026457,0.011213,-0.337454
1532402939637525,403.934566,1112.823593,0.000000,0.941408,-0.026398,0.011303,-0.336046
1532402939639469,403.940373,1112.818774,0.000000,0.941467,-0.026393,0.011312,-0.335881
1532402939647423,403.964114,1112.799095,0.000000,0.941705,-0.026365,0.011344,-0.335212
1532402939647766,403.965135,1112.798210,0.000000,0.941719,-0.026364,0.011345,-0.335174
1532402939652357,403.978836,1112.786939,0.000000,0.941848,-0.026346,0.011360,-0.334812
1532402939654844,403.986257,1112.780812,0.000000,0.941920,-0.026336,0.011369,-0.334610
1532402939658558,403.997339,1112.771663,0.000000,0.942027,-0.026321,0.011380,-0.334308
1532402939662460,404.008982,1112.762050,0.000000,0.942140,-0.026303,0.011385,-0.333992
1532402939668568,404.027221,1112.747059,0.000000,0.942317,-0.026276,0.011393,-0.333494
1532402939670339,404.032512,1112.742726,0.000000,0.942368,-0.026272,0.011392,-0.333350
1532402939677893,404.055080,1112.724245,0.000000,0.942587,-0.026254,0.011389,-0.332733
1532402939681004,404.064375,1112.716635,0.000000,0.942677,-0.026246,0.011388,-0.332479
1532402939687525,404.083993,1112.700634,0.000000,0.942861,-0.026230,0.011386,-0.331956
1532402939697423,404.114143,1112.676209,0.000000,0.943131,-0.026232,0.011365,-0.331189
1532402939697511,404.113696,1112.676257,0.000000,0.943151,-0.026233,0.011364,-0.331131
1532402939713951,404.164499,1112.635613,0.000000,0.943577,-0.026273,0.011319,-0.329915
1532402939722382,404.190151,1112.614962,0.000000,0.943803,-0.026295,0.011296,-0.329267
1532402939733699,404.222955,1112.588897,0.000000,0.944124,-0.026332,0.011241,-0.328346
1532402939747831,404.263140,1112.557080,0.000000,0.944528,-0.026470,0.011160,-0.327173
1532402939748617,404.265377,1112.555356,0.000000,0.944545,-0.026480,0.011155,-0.327122
1532402939754844,404.283072,1112.541414,0.000000,0.944713,-0.026571,0.011115,-0.326630
1532402939756504,404.287789,1112.537698,0.000000,0.944758,-0.026595,0.011104,-0.326499
1532402939762460,404.304715,1112.524364,0.000000,0.944918,-0.026693,0.011068,-0.326029
1532402939770339,404.327216,1112.506735,0.000000,0.945131,-0.026834,0.011019,-0.325402
1532402939777893,404.348829,1112.489841,0.000000,0.945334,-0.026985,0.010968,-0.324801
1532402939787525,404.376791,1112.467968,0.000000,0.945590,-0.027182,0.010902,-0.324039
1532402939789516,404.382841,1112.463224,0.000000,0.945642,-0.027227,0.010886,-0.323885
1532402939797423,404.406868,1112.444387,0.000000,0.945846,-0.027414,0.010817,-0.323274
1532402939797447,404.406941,1112.444330,0.000000,0.945847,-0.027415,0.010817,-0.323272
1532402939797588,404.405175,1112.445807,0.000000,0.945861,-0.027418,0.010814,-0.323232
1532402939803600,404.425638,1112.429673,0.000000,0.946005,-0.027566,0.010767,-0.322797
1532402939818751,404.471656,1112.393846,0.000000,0.946391,-0.027939,0.010644,-0.321637
1532402939825857,404.493194,1112.377045,0.000000,0.946571,-0.028094,0.010580,-0.321094
1532402939847918,404.559741,1112.325163,0.000000,0.947125,-0.028584,0.010366,-0.319420
1532402939854844,404.580586,1112.309041,0.000000,0.947285,-0.028748,0.010305,-0.318932
1532402939859601,404.594907,1112.297939,0.000000,0.947398,-0.028857,0.010262,-0.318590
1532402939862460,404.603514,1112.291267,0.000000,0.947465,-0.028919,0.010237,-0.318384
1532402939870339,404.627201,1112.272930,0.000000,0.947651,-0.029085,0.010169,-0.317819
1532402939872408,404.633403,1112.268140,0.000000,0.947699,-0.029126,0.010153,-0.317673
1532402939878570,404.651863,1112.253869,0.000000,0.947842,-0.029249,0.010106,-0.317235
1532402939878697,404.652244,1112.253575,0.000000,0.947845,-0.029252,0.010105,-0.317226
1532402939897683,404.709040,1112.209546,0.000000,0.948284,-0.029633,0.009979,-0.315878
1532402939898696,404.712995,1112.206601,0.000000,0.948319,-0.029654,0.009973,-0.315773
1532402939901830,404.722581,1112.199195,0.000000,0.948393,-0.029718,0.009958,-0.315543
1532402939904844,404.731800,1112.192072,0.000000,0.948465,-0.029780,0.009944,-0.315322
1532402939912460,404.755091,1112.174270,0.000000,0.948641,-0.029937,0.009909,-0.314779
1532402939920339,404.779080,1112.155810,0.000000,0.948822,-0.030099,0.009872,-0.314219
1532402939927893,404.801962,1112.138296,0.000000,0.949003,-0.030091,0.010189,-0.313661
1532402939934190,404.820947,1112.123986,0.000000,0.949155,-0.030197,0.010195,-0.313191
1532402939937525,404.830977,1112.116403,0.000000,0.949235,-0.030259,0.010186,-0.312942
1532402939947410,404.860590,1112.093966,0.000000,0.949467,-0.030448,0.010171,-0.312221
1532402939947423,404.860629,1112.093937,0.000000,0.949467,-0.030448,0.010171,-0.312220
1532402939948467,404.863746,1112.091584,0.000000,0.949490,-0.030468,0.010170,-0.312150
1532402939948581,404.864105,1112.091245,0.000000,0.949501,-0.030470,0.010169,-0.312117
1532402939971844,404.933626,1112.038811,0.000000,0.949992,-0.030935,0.010193,-0.310571
1532402939972878,404.936726,1112.036468,0.000000,0.950014,-0.030954,0.010197,-0.310502
1532402939997762,405.011347,1111.980080,0.000000,0.950542,-0.031349,0.010289,-0.308839
1532402940004844,405.032411,1111.964406,0.000000,0.950678,-0.031442,0.010326,-0.308408
1532402940009558,405.046470,1111.953932,0.000000,0.950774,-0.031504,0.010350,-0.308107
1532402940012460,405.055118,1111.947481,0.000000,0.950832,-0.031543,0.010365,-0.307922
1532402940017454,405.069992,1111.936372,0.000000,0.950933,-0.031608,0.010390,-0.307603
1532402940018446,405.072945,1111.934165,0.000000,0.950953,-0.031621,0.010395,-0.307539
1532402940020339,405.078578,1111.929951,0.000000,0.950991,-0.031646,0.010405,-0.307419
1532402940027893,405.101038,1111.913206,0.000000,0.951145,-0.031717,0.010433,-0.306932
1532402940037525,405.129651,1111.892004,0.000000,0.951346,-0.031773,0.010474,-0.306304
1532402940041901,405.142645,1111.882374,0.000000,0.951437,-0.031780,0.010490,-0.306018
1532402940047423,405.158932,1111.870452,0.000000,0.951557,-0.031785,0.010508,-0.305645
1532402940048082,405.160994,1111.868773,0.000000,0.951566,-0.031786,0.010511,-0.305615
1532402940048109,405.160941,1111.869002,0.000000,0.951572,-0.031786,0.010510,-0.305597
1532402940079606,405.252952,1111.802316,0.000000,0.952234,-0.031700,0.010528,-0.303537
1532402940092547,405.290565,1111.775019,0.000000,0.952482,-0.031621,0.010503,-0.302767
1532402940093860,405.294376,1111.772259,0.000000,0.952507,-0.031613,0.010500,-0.302690
1532402940097852,405.306106,1111.763598,0.000000,0.952589,-0.031587,0.010491,-0.302435
1532402940104844,405.326251,1111.749176,0.000000,0.952715,-0.031546,0.010478,-0.302042
1532402940112460,405.348233,1111.733378,0.000000,0.952883,-0.031502,0.010462,-0.301517
1532402940116937,405.361155,1111.724092,0.000000,0.952981,-0.031476,0.010452,-0.301209
1532402940120339,405.370974,1111.717034,0.000000,0.953056,-0.031457,0.010445,-0.300974
1532402940123164,405.379128,1111.711174,0.000000,0.953118,-0.031439,0.010438,-0.300779
